MasterID,TeluguNo,EnglishNo,TamilNo,HindiNo,TeluguTitle,EnglishTitle,TamilTitle,HindiTitle
254,,,254,,,,உள்ளம் எல்லாம் உருகுதையோ,
255,,,255,,,,எந்தன் பூ மானைக் காண சிந்தை பெருகுதையோ!,
256,,,256,,,,என் தேவனே! உம் கிருபை,
257,,,257,,,,என்னையும் நேசிக்கிறார்—எந்தன்,
258,,,258,,,,"கிருபை, கிருபை, கிருபை—தேவ",
260,,,260,,,,கோடா கோடி ஸ்தோத்திரம் பாடி,
261,,,261,,,,சகல நல் ஈவுகளை இவ்வுலகில்,
262,,,262,,,,"தெய்வன்புதான் மா இனிமை,",
263,,,263,,,,நீர் தந்த நன்மை யாவையும்,
264,,,264,,,,நீரோடையை மான் வாஞ்சித்து,
265,,,265,,,,பாவத்தில் மரித்து,
267,,,267,,,,போற்றிடுவோம் போற்றிடுவோம்,
269,,,269,,,,வாழ்த்துகிறேன் வாழ்த்துகிறேன் வாழ்த்துகிறேன் நான்,
271,,,271,,,,ஸ்தோத்திரம் ஏசுதேவா…. ஸதுதி கனம் மகிமையே,
273,,,273,,,,துதித்துப்பாடிட பாத்திரமே,
279,,,279,,,,இத்தனை ஆண்டுகள் கடக்கப் பண்ணின தேவா,
280,,,280,,,,இயேசுநாதனைப் போற்றிடுவோம் புகழ்ந்து,
281,,,281,,,,சந்தோஷ கீதம் என்னில் பொங்குதே,
282,,,282,,,,தேவரீருக்கே மிகத்தோத்திரம் மிகத்தோத்திரம்,
283,,,283,,,,விசுவாசியே நம் பண்டிகையை,
287,,,287,,,,கேள் ! ஜென்மித்த ராயர்க்கே,
288,,,288,,,,அதோ ! மாட்டுத் தொழுபார்!,
289,,,289,,,,இயேசு என் மீட்பர் சண்டாளருக்காய்,
291,,,291,,,,நள்ளிரவில் தேவ தூதன் நாட்டின் மேய்ப்பருக்கே,
292,,,292,,,,"பிறந்தார், பிறந்தார்",
307,,,307,,,,அன்பரின் நேசம் யார் சொல்லலாகும்? அதிசய,
308,,,308,,,,ஆட்டுக்குட்டியின் திரு ரத்தத்தினால்,
309,,,309,,,,கருணையுள்ள தேவ சுதன்,
311,,,311,,,,ஓ இயேசுவே என்னை மூட,
313,,,313,,,,சிலுவை சுமந்த உருவம்,
314,,,314,,,,விலையேறப்பெற்ற ரத்தமே,
317,,,317,,,,இயேசு ரட்சகர் சிலுவை,
318,,,318,,,,ஜெயமே இயேசுவின் ரத்தத்தின் மூலமே,
319,,,319,,,,கொல்கதா மலை மீதிலே சிலுவை சுமந்தேறினார்,
322,,,322,,,,அந்தோ பாரும் உனக்காகவே,
323,,,323,,,,உயிர்த்தெழுந்தாரே—பிரேதக்,
326,,,326,,,,"இன்று கிறிஸ்து எழுந்தார்,",
345,,,345,,,,ஆண்டவர் வருகையது அதிவிரைவிலுள்ளது,
346,,,346,,,,இந்தக் கடைசி நாட்களில்,
347,,,347,,,,எக்காள சத்தம் வானில் தொனித்திடவே,
348,,,348,,,,எக்காள சத்தம் வானில் முழங்கவே,
349,,,349,,,,என் இயேசு ராஜன் வருவார்,
351,,,351,,,,தேவன் வருகின்றார் வேகம் இறங்கி,
352,,,352,,,,மரித்தோர் எவரும் உயிர்தெழுவார்,
353,,,353,,,,"மேகமீது தூதரோடிதோ இதோ,",
354,,,354,,,,இராஜாதி இராஜன் இயேசு வருவார்,
356,,,356,,,,வேகத்திலே விண்மேகத்திலே என்,
357,,,357,,,,இயேசு சீக்கிரம் வருகிறார்,
358,,,358,,,,"இயேசு சீக்கிரம் வரப்போகிறார்வெளி.22:7,12",
360,,,360,,,,மேகங்கள் நடுவே வழி பிறக்கும்,
374,,,374,,,,பாவியே சந்தித்தாயோ—மேவி உன் மீட்பரையே,
384,,,384,,,,இயேசு மீட்பர் உந்தன் நெஞ்சில்,
386,,,386,,,,இப்பெரிதான ரட்சிப்பைப் பற்றி,
387,,,387,,,,இயேசு யாரென்று தெரியுமா,
388,,,388,,,,இயேசுவாம் வழியை விட்டு,
392,,,392,,,,உன் ஜீவியத்தின் இலக்கென்ன என்று,
393,,,393,,,,என்னை நேசிக்கின்றாயா?,
394,,,394,,,,ஏழை மனு உருவை எடுத்த,
395,,,395,,,,ஒரு தினம் உலகை விட்டகல்வாயே இதில்,
398,,,398,,,,"பாவி, கேள் உன் ஆண்டவர்,",
399,,,399,,,,பாவிக்குப் புகலிடம் இயேசு ரட்சகர்,
409,,,409,,,,இதுவே நற்தருணம்—வாரும்,
414,,,414,,,,இயேசு உன்னை அழைக்கிறாரே,
417,,,417,,,,அழைக்கிறார் அழைக்கிறார் இதோ,
418,,,418,,,,ஆணிகள் பாய்ந்த கரங்களை விரித்தே,
419,,,419,,,,இது நிச்சயம் இது நிச்சயம் —நம்,
420,,,420,,,,இதுவே அநுக்கிரக காலமிதே—,
422,,,422,,,,கிறிஸ்தேசு வருந்தி அழைக்கிறார்,
423,,,423,,,,நல்மீட்பர்போல் வல்ல நேசர் உண்டோ?,
424,,,424,,,,பரிசுத்தம் பெற வந்திட்டீர்களா,
425,,,425,,,,பாவ பாரம் நீங்க வாஞ்சிப்பாயா?,
426,,,426,,,,பாவி! உன் மீட்பர் கரிசனையாய்,
427,,,427,,,,"பாவிக்கவர் காட்டின மா நேசத்தால்,",
429,,,429,,,,வருத்தப்பட்டு பாரம் சுமப்பவர் யாவரும்,
430,,,430,,,,வருவாய் தருணமிதுவே அழைக்கிறாரே,
431,,,431,,,,பாவத்திலே யாவரும் பிறந்தோம் 2,
432,,,432,,,,வா ! இயேசுவண்டை வா!!!,
433,,,433,,,,வா—வா—இயேசுவண்டைவா,
434,,,434,,,,வாசலண்டை நின்று ஆசையாய்த் தட்டும்,
435,,,435,,,,பொங்கிவரும் அருள்மனிதரை மாற்றிடுதே,
450,,,450,,,,சபையே யுனக்கொரு சந்தோஷம்,
452,,,452,,,,செய்ய வேண்டிய வேலையோ பெரியது,
453,,,453,,,,சேனைகளின் கர்த்தாவே உந்தன் வாசஸ்தலங்கள்,
455,,,455,,,,யேகோவா ஷம்மா யென்றழைக்கப்படும்,
456,,,456,,,,இதோ மனுஷரின் மத்தியில்,
457,,,457,,,,தேவனின் வாசஸ்தலம் நித்தியமானது 2,
492,,,492,,,,ஜெபத்தைக் கேட்கும் எங்கள் தேவா,
497,,,497,,,,அன்பின் தொலைபேசி அற்புதத்தைப் பார்,
498,,,498,,,,ஆண்டவா வகையறியேன் தூண்டும்,
499,,,499,,,,ஆத்ம சந்தோஷங் கொண்டானந்திக்க—இப்போ,
500,,,500,,,,ஆள் இல்லை ஆள் இல்லை,
501,,,501,,,,இன்றும் க்ரியை செய்கிறார்,
502,,,502,,,,இஸ்ரவேலின் சேனைகளின்,
504,,,504,,,,எங்கேயான் ஏகுவேன் தங்கவே தேவனே,
505,,,505,,,,என் ஆத்தும நேச மேய்ப்பரே !,
506,,,506,,,,என்னை மறவா இயேசு நாதா,
507,,,507,,,,"என்னோடிரும், மாநேச கர்த்தரே,",
508,,,508,,,,கர்த்தாவே ! இறங்கும் !,
509,,,509,,,,கர்த்தாவே உம் முகத்தைத் தேடி,
510,,,510,,,,சிறையின் கஷ்டம் கசப்பிலும்,
511,,,511,,,,"தயாபரா, என் உள்ளத்தில்",
512,,,512,,,,தேவனே ! ப்ரசன்னமாகி,
513,,,513,,,,பரிசுத்தர் கூட்டம் நடுவில்,
514,,,514,,,,பலிபீடத்தின் தழலால் என்னைத்தொடும்,
515,,,515,,,,மெய் ஜோதியாம் நல்மீட்பரே,
516,,,516,,,,"ஜீவாதிபதி, ஜோதியே,",
518,,,518,,,,தேவ ஜனமே பாவத்தில் விழுந்தே,
530,,,530,,,,"அருள் நாதா, நம்பி வந்தேன்,",
531,,,531,,,,ஆராயந்து பாரும் கர்த்தரே;,
532,,,532,,,,என் அருமை ரட்சகா ! கண்ணோக்குமேன் !,
535,,,535,,,,பாவி நான் ஐயா பரமதுய்யா,
537,,,537,,,,அன்பானவராம் எந்தன் கிறிஸ்தேசுவே,
538,,,538,,,,நசரேயனாகிய இயேசுவே,
539,,,539,,,,சிலுவைப்பாதையைக் காட்டுமேசையா,
557,,,557,,,,அர்ப்பணித்தேன் என்னை முற்றிலுமாய்,
558,,,558,,,,"உம் சித்தமே, ஆம், உம் சித்தமே!",
559,,,559,,,,"எப்போதும், இயேசு நாதா,",
560,,,560,,,,"என் ஜீவன், சுகம், செல்வம்",
564,,,564,,,,"தேவனே, நான் உமதண்டையில்",
566,,,566,,,,"நான் உம்மை முழுமனதால்,",
567,,,567,,,,நானும் என் வீட்டாருமோ வென்றால்,
568,,,568,,,,மீட்பரின் அழைப்பைக் கேட்டேன்,
569,,,569,,,,லோகம் வேண்டாம் ஒன்றும் வேண்டாம்,
570,,,570,,,,வேதநூல் ஓதிடும் நல்ல மேய்ப்பர்,
571,,,571,,,,ஜீவியமே ஒரே ஜீவியமே,
573,,,573,,,,"மயங்குந் தாசனை,",
575,,,575,,,,விந்தைக் கிறிஸ்தேசு ராஜா!,
576,,,576,,,,உம்மைப்போல் யாருண்டு,
583,,,583,,,,அவர் அழைப்புக்களிப்பேன் பதில் 3,
584,,,584,,,,அன்பனே இயேசுவில் நிலைத்திரு—ஆவியின் கனிகொடு,
594,,,594,,,,அழைத்தீரே இயேசுவே,
595,,,595,,,,அறுவடை மிகுதி ஆளோ இல்லை,
596,,,596,,,,ஆசாரிய அழைப்பை அறிந்தே,
597,,,597,,,,இயேசுவுக்காய்த் தொண்டு செய்திடவே,
598,,,598,,,,இயேசுவுக்கு நமது தேசத்தைச் சொந்தமாக்கப்,
599,,,599,,,,உலகோர் உன்னைப் பகைத்தாலும்,
600,,,600,,,,எழும்பு எழும்பு சீயோனே,
601,,,601,,,,கர்த்தர் தம் கிரியை செய்கிறார்,
602,,,602,,,,கிறிஸ்து சபையே ஆயத்தப்படு,
603,,,603,,,,திவ்ய விசேஷம் கூறும் !,
604,,,604,,,,"நல் மீட்பர் பட்சம் நில்லும் ! ரட்சண்ய வீரரே,",
605,,,605,,,,நிலைமாற மாட்டேன் மருளவே மாட்டேன்,
606,,,606,,,,விண் கிரீடம் பெறப் போருக்கு,
607,,,607,,,,விளைந்த பலனை அறுப்பாரில்லை,
608,,,608,,,,நான் உலக முடிவு மட்டும்,
645,,,645,,,,பூர்ண ஞான மடையுங்கள்,
646,,,646,,,,கர்த்தருக்கு பிரியமாக நீயுமே,
654,,,654,,,,ஆ ! என் தோழர் வானில் சைகை,
656,,,656,,,,"இயேசு என் அஸ்திபாரம், ஆசை எனக்கவரே,",
657,,,657,,,,இயேசு என் இரட்சகர் என் பட்சமல்லோ,
659,,,659,,,,"இயேசுவின் அன்பில் மூழ்கவும்,",
660,,,660,,,,இயேசுவின் நாமந்தரித்தோர்களே,
661,,,661,,,,"இயேசுவை நான் நம்பி ஜீவியம் செய்குவேன்,",
662,,,662,,,,"இன்ப துன்ப நேரத்திலும்,",
663,,,663,,,,என் இயேசு ராஜா சாரோனின் ரோஜா,
665,,,665,,,,கர்த்தர் என் மேய்ப்பரானவர்,
668,,,668,,,,கீதம் பாடியே பாதையில் திடன் கொள்வோம்,
671,,,671,,,,தேவனின் தீர்மானமே,
672,,,672,,,,நம் ஜீவியகாலமே போராட்டம் நிறைந்துள்ளதே,
673,,,673,,,,நமது ஜீவியம் எல்லாம்,
675,,,675,,,,பயப்படாதே பாரிலிப்போதே,
679,,,679,,,,விழிப்பீர் வருவீர்,
680,,,680,,,,கர்த்தனே எம் துணையானீர்,
684,,,684,,,,திவ்ய ஐக்கியத்தில்,
685,,,685,,,,வீசிரோ வானஜோதி கதிரிங்கே,
693,,,693,,,,ஓ அற்புத அற்புதமான ஓர் நாள்,
696,,,696,,,,"அருள் நாதா ! ரட்சை செய்து,",
697,,,697,,,,ஆஹா அதிசயம் பாரும்,
698,,,698,,,,இயேசுவே என்னை இரட்சித்தார்,
699,,,699,,,,இயேசுவைப்போல சகாயஞ் செய்வார்,
700,,,700,,,,உம்மாலேயன்றி ரட்சகா !,
704,,,704,,,,காணாமற் போன என்னை,
705,,,705,,,,கிருபையே ஆச்சர்யமாய்,
706,,,706,,,,"பாவப் பாரம் நீக்கப்பட்டு,",
710,,,710,,,,மகிழ்வோம் மகிழ்வோம் தினம் அகமகிழ்வோம்,
712,,,712,,,,சந்தோஷம் பொங்குதே 2,
725,,,725,,,,ஜெயங்கொள்ளுகிறவனே,
726,,,726,,,,உலகில் பிரிக்கிறவைகள் எவை—நம்மைக்,
728,,,728,,,,அளவில்லா மீட்பே அன்பின் ஆழியே!,
743,,,743,,,,இயேசுவேயென் நேசமுள்ள ஆத்மநேசரே—என்னை,
747,,,747,,,,என் ஜீவன் போகும் நேரம் சமீபம் வந்ததே;,
748,,,748,,,,என்றும் கர்த்தாவுடன்’,
750,,,750,,,,"பேரின்ப தேசம் பாடுவேன்,",
751,,,751,,,,மேலோகத்தை நாடுகிறோம்,
752,,,752,,,,மெய் பக்தரே! நற்செய்தி கேளும்!,
767,,,767,,,,எண்ணில்லாத கூட்டமாக,
768,,,768,,,,எருசலேம் நான் ஆசிக்கும்,
769,,,769,,,,என்ன அழகான நகரம் அது,
770,,,770,,,,என்ன சுகம் ஆ!ஆ! என்ன சுகம் என்,
773,,,773,,,,நம் வாசஸ்தலம் அதுவே,
774,,,774,,,,நூதனமான எருசலமே பரிசுத்த பட்டணமாம் 2,
775,,,775,,,,பரலோக நாட்டினின் வாழ்வினிலே,
776,,,776,,,,பரலோக நாட்டினுள் ஏழை செல்ல,
777,,,777,,,,பரலோக நாடெந்தென் இன்ப நாடாமெனக்கு,
778,,,778,,,,பரலோகமே என் சொந்தமே,
781,,,781,,,,வானில் அல்லேலூயா கூட்டமொன்றுண்டு,
785,,,785,,,,எழுந்திடுவீர் நீர் வாலிபரே நாமும்,
786,,,786,,,,வாலிப நாளில் உன் தேவனை தேடி ஓடி வா,
788,,,788,,,,காணும் நான் இயேசு ராஜனை,
789,,,789,,,,நான் ஜீவ பயணம் போகிறேன்,
790,,,790,,,,"இயேசுவண்டை சேருவோம் ஒளியில் ஒளியில்,",
791,,,791,,,,இயேசுவண்டை சேரில்,
793,,,793,,,,சின்னஞ்சிறு உள்ளமே நீ,
794,,,794,,,,எந்தன் ஆத்தும நேசரே நான்,
795,,,795,,,,சர்வ சிருஷ்டிக்கும் எஜமான் நீரே,
796,,,796,,,,என்னன்டை வந்திடாயோ பின்பற்றி வந்திடாயோ (2),
797,,,797,,,,கர்த்தர் இயேசு எந்தன் ஜீவன் அவர்,
798,,,798,,,,பாவமன்னிப்பால் பரலோகமே,
799,,,799,,,,கிறிஸ்துவ ஜீவியம் மெய் பாக்ய ஜீவியம்,
800,,,800,,,,நான் சீக்கிரமாய் வருகிறேன் கர்த்தர் இயேசு சொன்னார் 2,
801,,,801,,,,உன்னுடைய சாட்சி என்ன? உன்னுடைய பலி என்ன? 2,
803,,,803,,,,நான் கர்த்தர் நான் மாறாதவர்,
804,,,804,,,,ஆத்துமாதாயம் செய்ய நீயே,
805,,,805,,,,மங்கா தேவ நதி தண்ணீர் நிறைந்ததே,
806,,,806,,,,இயேசுவைப்போல் அழகுள்ளோர்,
808,,,808,,,,தூயாதி தூயவரே,
809,,,809,,,,சிலுவையினிடம் வா 2,
810,,,810,,,,என் இயேசுவின் சத்தம் கேட்டு,
811,,,811,,,,நான் உன்னை என்றும் கைவிடுவதில்லை,
812,,,812,,,,துதிக்கப்படத்தக்கவரே,
813,,,813,,,,தேவ தேவனைத் துதித்திடுவோம்,
814,,,814,,,,எனக்காக இயேசு எனக்காக,
815,,,815,,,,எண்ணில்லா நன்மைகள் செய்தவரை,
816,,,816,,,,பயப்படாதே சிறு மந்தையே,
817,,,817,,,,முள்முடி சூடிய ஆண்டவர்,
818,,,818,,,,விழித்தெழு விசுவாசியே நீ,
819,,,819,,,,இயேசு பிரபுவின் ஆலோசனைகள்,
820,,,820,,,,உம் ஆலயத்தில் வசிக்கும் யாவரும்,
821,,,821,,,,தம்புரு வீணையோடும் நம் தேவனை ஆராதித்திடுவோம்,
822,,,822,,,,அன்பின் மனுவுருவாய் ஜெனித்த,
823,,,823,,,,இன்றே வருவாய் இயேசுவண்டையில்,
824,,,824,,,,ஆனந்தம் எனக்கு கிடைத்தது,
825,,,825,,,,சீயோனில் என் திட அஸ்திபாரம் கிறிஸ்துவே,
826,,,826,,,,உன்னை அழைக்கும் இயேசுவின்,
827,,,827,,,,யேகோவாவாகிய நான் மாறதவராய் இருப்பதினால்,
828,,,828,,,,வாக்கு மாறாத தேவரீரே,
829,,,829,,,,வாக்கு மாறா வல்ல தேவன்,
830,,,830,,,,காணாமல் இயங்கிடும்,
831,,,831,,,,எந்தன் ஜெபவேளை உம்மை தேடிவந்தேன்,
832,,,832,,,,கர்த்தாவே உம் அருள் கண்டேனே,
833,,,833,,,,எனக்கு ஒத்தாசை வரும் பர்வதம்,
834,,,834,,,,சர்வ வல்லமையுள்ள என் தேவாதி தேவனே,
835,,,835,,,,கல்வாரி அன்பை எண்ணிடும் வேளை,
836,,,836,,,,ஜோதி தோன்றும் ஓர் தேசம் உண்டு,
837,,,837,,,,இயேசு கிறிஸ்துவின் அன்பு என்று மாறாதது,
838,,,838,,,,கல்வாரியின் கருணையிதே,
839,,,839,,,,அந்த நாள் இன்ப இன்ப இன்ப நாள்,
840,,,840,,,,இயேசுவின் குடும்பம் ஒன்று உண்டு,
841,,,841,,,,இந்தக் கிருபை தேவன் தந்த கிருபை,
842,,,842,,,,அன்பர் அன்பை யாரால் கூறலாம்?,
843,,,843,,,,சிங்கார மாளிகையில் ஜெயக் கீதங்கள் பாடிடுவோம்,
844,,,844,,,,நித்திய மோட்சானந்த மகிமையை நினைத்தாலும் முடியாது 2,
845,,,845,,,,"தம் கிருபை பெரிதல்லோ,",
846,,,846,,,,பலிபீடத்திலென்னைப் பரனே,
847,,,847,,,,தேவ சாய லாக மாறி,
848,,,848,,,,எண்ணில் அடங்கா ஸ்தோத்திரம் 2,
849,,,849,,,,அழகாய் நிற்கும் யாரிவர்கள்,
850,,,850,,,,எந்நாளுமே துதிப்பாய்,
851,,,851,,,,தேவனின் ஆலயமே பரிசுத்த ஆலயமே,
852,,,852,,,,தேவனோடே நடப்பது என்ன சிலாக்கியம்,
853,,,853,,,,உறக்கம் தெளிவோம் உற்சாகம் கொள்வோம்,
854,,,854,,,,கர்த்தர் வருகையிலே அவரைச் சந்திக்க நீங்களும் சித்தமா?,
855,,,855,,,,ஆண்டவர் இயேசு தம் ரத்தம் சிந்தி,
856,,,856,,,,இயேசு திரும்ப வருவார்,
857,,,857,,,,உன்னதமான உம் அன்பை,
858,,,858,,,,கூடுவோம் கூடிடுவோமே,
859,,,859,,,,மகிமையின் தேவனே நமக்குண்டு,
860,,,860,,,,கர்த்தர் வெளிச்சம் ரட்சிப்புமானவர்,
861,,,861,,,,உனக்கொரு நண்பன் இல்லை என்று,
862,,,862,,,,தொடும் என் கண்களையே,
863,,,863,,,,அன்பராம் இயேசுவை பார்த்துக் கொண்டு,
864,,,864,,,,சோராதே என் மனமே,
865,,,865,,,,காணாத ஆட்டின் பின்னே கர்த்தர்,
866,,,866,,,,முதூகலம் நிறைந்த நன்னாள்,
867,,,867,,,,லேசான காரியம் உமக்கது லேசான காரியம்,
868,,,868,,,,நன்றியால் துதிப்பாடு உன் இயேசுவே,
869,,,869,,,,சிலுவையின் நிழலில் அனுதினம் அடியான்,
870,,,870,,,,இலக்கை நோக்கி தொடர்கிறேன் இலட்சியம் என் இயேசுவே,
871,,,871,,,,என் மன கண்களை திறந்து,
872,,,872,,,,உயரவானத்திலாகிலும்,
873,,,873,,,,மான்கள் நீரோடை வாஞ்சித்து,
874,,,874,,,,என் தேவன் என் வெளிச்சம்,
875,,,875,,,,நிகரே இல்லாத சர்வேசா,
876,,,876,,,,கர்த்தரை நம்பியே ஜீவிப்போம்,
877,,,877,,,,யார் யார் வாழ்விலே,
878,,,878,,,,"மகனே, உன் நெஞ்செனக்குத் தாராயோ?",
879,,,879,,,,இயேசுவே உம் முகரூபம் பார்த்துக்கொண்டே,
880,,,880,,,,காலத்தின் அருமையை அறிந்து,
881,,,881,,,,இயேசுதான் லோக இரட்சகர் வேறு யாருமில்லை,
882,,,882,,,,ஆராதித்தே மகிழ்வோம்,
883,,,883,,,,"மெய்வழி இயேசுவே சத்தியம், ஜீவனும்",
884,,,884,,,,என்நேசரே பாவியின் மீட்பரே பிரபு இயேசு (2),
885,,,885,,,,அன்பின் தேவன் இயேசு,
886,,,886,,,,இயேசுவே உம்மைப்போலாக,
887,,,887,,,,தேவ சித்தம் நிறைவேற என்னையும் ஒப்படைக்கிறேன்,
888,,,888,,,,யார் வேண்டும் நாதா நீரல்லவோ,
889,,,889,,,,எண்ணி எண்ணி துதி செய்வாய்,
890,,,890,,,,எந்தன் அன்புள்ள ஆண்டவர் ஏசுவே நான்,
891,,,891,,,,கல்வாரி சிநேகம் கரைத்திடும் என்னை,
892,,,892,,,,சிலுவை சுமந்தார் உன் ஆண்டவர்,
893,,,893,,,,எந்தன் உள்ளம் தங்கும் இயேசு நாயகா,
894,,,894,,,,தேவா உம் சாட்சி நான் தினம்,
895,,,895,,,,உம்மைப் பாடாத நாவும்,
896,,,896,,,,பெலனற்ற பாத்திரம் நானே,
897,,,897,,,,சாலேமின் ராஜா சங்கையின் ராஜா,
898,,,898,,,,நன்றி யேகோவாயீரே! பணிந்து போற்றுகிறேன் (2),
899,,,899,,,,என் இன்ப துன்ப நேரம்,
900,,,900,,,,"மகனே, உன் நெஞ்செனக்குத் தாராயோ",
901,,,901,,,,இஸ்ரவேலே உன்னை நான் எப்படி கைவிடுவேன்,
902,,,902,,,,நீ எம்மட்டும் இரண்டு நினைவால் (2),
903,,,903,,,,எலியாவின் தேவன் நம் தேவன்,
904,,,904,,,,யேகோவா நமக்காக பெரிய காரியங்களை 2,
905,,,905,,,,மங்களமான இந் நன்னாளிலிருந்து,
906,,,906,,,,வானமே செவிகொடுத்திடு (2),
907,,,907,,,,எங்கள் விண்ணப்பங்களைக் கேளும்,
908,,,908,,,,விழித்தெழுவாய் விழித்தெழுவாய் என் ஆத்துமாவே,
909,,,909,,,,துதிசெய் துதிசெய் கர்த்தர் இயேசுவையே துதிசெய் (2),
910,,,910,,,,ஆ ! ஆனந்தமே ! அகமகிழ்ந்தாடிடுவேன்,
911,,,911,,,,இப்புவி யாத்ரையில் நான் நடக்கையில் (2),
912,,,912,,,,இயேசு உன்னை அழைக்கிறார் ஓடிவா (2),
913,,,913,,,,என்னைத் தந்தேன் உமக்கென்றே என்றென்றுமாய் வாழவே 2,
914,,,914,,,,காத்திரு என்றென்றும் கர்த்தருக்கே,
915,,,915,,,,நாட்டும் என்னை உம் தோட்டத்தில்,
916,,,916,,,,பெத்தானியாவிற்கு வந்திடுமே (2),
917,,,917,,,,போற்றி துதிசெய் என்றும் இயேசுவை (2),
918,,,918,,,,மனதார பாடிடுவேன் என் தேவ தேவனையே (2),
919,,,919,,,,விண்ணின் சுதந்தரத்தை,
920,,,920,,,,மகிமை நம்பிக்கையாம் நம் கர்த்தர் இயேசு,
921,,,921,,,,அல்லேலூயா துதித்து புகழ் பாடுவேன் 2,
922,,,922,,,,என் இதயம் பாருக்கு தெரியும்,
923,,,923,,,,தேவனே நீர் கண்ணோக்கும் என்னை,
924,,,924,,,,இயேசுதான் லோக இரட்சகர் வேறு யாருமில்லை,
925,,,925,,,,உமது அன்பு எத்தனை அற்புதமே,
926,,,926,,,,உம்பிரசன்னம் நாடி வந்தேன்,
927,,,927,,,,எத்தனை தயவு என் மேல்,
928,,,928,,,,கலங்காதே மனமே உன் இயேசு இருக்கிறார்,
929,,,929,,,,ஞானவான்கள் ஆகாயத்தின்,
930,,,930,,,,உன்னை தான் கேட்கிறேன் (2),
931,,,931,,,,பரம எருசலமே பரலோகம் வீட்டிறங்குதே,
932,,,932,,,,பலபடுத்தும் எந்தனையே,
933,,,933,,,,நானோ சிறுகனும் இயேசு நீரே பெருகனுமே 2,
934,,,934,,,,வாலிபனே உன் இளமையிலே சந்தோஷித்தாலும் (2),
935,,,935,,,,வாலிப காலத்தை வீணாய் கழிக்காதே (2),
936,,,936,,,,தேவா பிரசன்னம் தாருமே,
937,,,937,,,,குயவனே குயவனே,
938,,,938,,,,திருகரத்தால் தாங்கி என்னை,
939,,,939,,,,ஆதி மெய் தேவனே உம்,
1001,,,1001,,,,அதிசயமவரின் நாமமே,
1002,,,1002,,,,அநேக மாயிரம் பொன்னைப் பார்க்கிலும்,
1003,,,1003,,,,"அலலேலூயா, அலலேலூயா, அலலேலூயா,",
1004,,,1004,,,,அலலேலூயா ஆ ஆ ஆமென் அலலேலூயா,
1005,,,1005,,,,அல்லேலூயா இயேசுவே,
1006,,,1006,,,,அவர் அதிசயமான வரே (2),
1007,,,1007,,,,அவரே மீட்பரே அல்லேலூயா கூரே,
1008,,,1008,,,,அற்புத அற்புத இயேசு யாருமுமக் கொப்பில்லை.,
1009,,,1009,,,,அற்புத அற்புத இயேசு எனக்கு,
1010,,,1010,,,,அன்பாகவே வையும்,
1011,,,1011,,,,"ஆத்மாவே துதி, கர்த்தரைத் துதி",
1012,,,1012,,,,ஆழியின் அகலம் ஆகாயத்துயரமாய்,
1013,,,1013,,,,ஆனந்தமே கொள்ளானந்தம் ஆனந்தமே,
1014,,,1014,,,,ஆனந்தம் பேரானந்தம்,
1015,,,1015,,,,இக்கட்டின் நாட்களுக்கேற்ற,
1016,,,1016,,,,"இயேசு என்னும் நாமத்தில், இயேசு என்னும் நாமத்தில்",
1017,,,1017,,,,இயேசு நாமம் நாமம் இனிய நாமம்,
1018,,,1018,,,,இயேசுவின் அன்பு பொங்கு தென்னிலே,
1019,,,1019,,,,இயேசுவினழ கென்னில் காணட்டுமே,
1020,,,1020,,,,இயேசுவின் இரத்தத்தினால்,
1021,,,1021,,,,இயேசுவின் பின்னே போகத் துணிந்தேன் (3),
1022,,,1022,,,,இயேசுவின் வாக்கு நித்தியமாமே,
1023,,,1023,,,,இயேசுவேயென் அதிசய இரட்சகர்,
1024,,,1024,,,,இயேசுவை நம்பு சோராதே,
1025,,,1025,,,,இயேசுவோடு செல்ல,
1026,,,1026,,,,"இரத்தத்தால் ஜெயம், இரத்தத்தால் ஜெயம்",
1027,,,1027,,,,இன்ப இயேசு என் மதுரம்,
1028,,,1028,,,,"இன்பமெனக்குண்டு காரணமுண்டு,",
1029,,,1029,,,,இன்றே ! இன்றே ! கிறிஸ்தேசு வாழ்கிறார்,
1030,,,1030,,,,உம்மில் மறைவேன் என்புகலிடமே,
1031,,,1031,,,,உளையான சேற்றினின்றெடுத்தார்,
1032,,,1032,,,,எவருமறியட்டும் எவருமறியட்டும்,
1033,,,1033,,,,"எழுப்புதல் அனுப்பும், எழுப்புதல் அனுப்பும்",
1034,,,1034,,,,எழுப்புதல் அனுப்பும் (3 தரம்),
1035,,,1035,,,,என் அன்பராம் நண்பராம் இயேசு,
1036,,,1036,,,,என் இயேசுவால் ஆகாததொன்றுண்டோ? 2,
1037,,,1037,,,,என் கண்ணே நீ காண்பது என்ன என்ன ?,
1038,,,1038,,,,என் தீபத்திற்கு எண்ணெய் தாரும்,
1039,,,1039,,,,என்ன அற்புத பொக்கிஷம்,
1040,,,1040,,,,என்னுள்ளத்தில் சந்தோஷ இன்பமுண்டு,
1041,,,1041,,,,என்னுள்ளம் தேவன்பால் பொங்கிவழியுதே,
1042,,,1042,,,,ஓ ! தேவனுக்கு மகிமை தூக்கி எடுத்தார்,
1043,,,1043,,,,கடனில்லையாம் தீர்ந்து போயிற்றே,
1044,,,1044,,,,கர்த்தருக்கு பாத்திரராக நடந்து வாழுங்கள்,
